form	segmentation	pos	morph_tag
ubinež	ove-ne-ž	ADJ	RELAT.SG-ERG
uwenež	ove-ne-ž	ADJ	RELAT.SG-ERG
uštab	ošt-a-b	verb	INT-b
uštāb	ošt-a-b	verb	INT-b
ušḫuni	ošḫo+ni	noun	.ABS
ušḫōni	ošḫo+ni	noun	.ABS
pabanni	paba+ni	noun	.ABS
pabni	paba+ni	noun	.ABS
pabāni	paba+ni	noun	.ABS
pābanni	paba+ni	noun	.ABS
pabanna	paba+ni-na	noun	RELAT.PL.ABS
pābanna	paba+ni-na	noun	RELAT.PL.ABS
pabannaže	paba+ni-na-až-ve	noun	RELAT.PL-PL-GEN
pābannāže	paba+ni-na-až-ve	noun	RELAT.PL-PL-GEN
pabanni	paba+ni-ne-e	noun	RELAT.SG-DIR/LOC
pābanni	paba+ni-ne-e	noun	RELAT.SG-DIR/LOC
pāinnia	paini-ne-va	noun	RELAT.SG-DAT
pāīnnia	paini-ne-va	noun	RELAT.SG-DAT
paliu	pal-i-o	verb	TR-2A.SG
pāliu	pal-i-o	verb	TR-2A.SG
pāliw	pal-i-o	verb	TR-2A.SG
patteni	patte-ne	noun	ABL/INS
pāttini	patte-ne	noun	ABL/INS
patteni	patte-ne-e	noun	RELAT.SG-DIR/LOC
pāttini	patte-ne-e	noun	RELAT.SG-DIR/LOC
pēdaruž	ped+ar+i-ož	noun	EQU
pēdāruž	ped+ar+i-ož	noun	EQU
fenda	pend-a	verb	INT
penda	pend-a	verb	INT
pidia	pid-i-a	verb	TR-3A.SG
pīdia	pid-i-a	verb	TR-3A.SG
pella	pili-na	noun	RELAT.PL.ABS
pilla	pili-na	noun	RELAT.PL.ABS
pella	pille-a	noun	ESS
pilla	pille-a	noun	ESS
pellēni	pille-ne-e	noun	RELAT.SG-DIR/LOC
pillēni	pille-ne-e	noun	RELAT.SG-DIR/LOC
pullež	poli-ne-ž	noun	RELAT.SG-ERG
pōllež	poli-ne-ž	noun	RELAT.SG-ERG
puenāžuž	powe-na-až-ož	noun	RELAT.PL-PL-ERG
pōenažuž	powe-na-až-ož	noun	RELAT.PL-PL-ERG
pōenāžuž	powe-na-až-ož	noun	RELAT.PL-PL-ERG
puramdi	purandi	noun	.ABS
purandi	purandi	noun	.ABS
purrābi	purra-ve	noun	GEN
purrāvi	purra-ve	noun	GEN
pāinnia	pā+i+nni-i-a	noun	3POSS.SG-ESS
pāīnnia	pā+i+nni-i-a	noun	3POSS.SG-ESS
farižanna	pār-iž-a=nna	verb	iž-INT=3SG.ABS
pārīžanna	pār-iž-a=nna	verb	iž-INT=3SG.ABS
paġēda	pāġ-ed-a	verb	FUT-3A.SG
pāġida	pāġ-ed-a	verb	FUT-3A.SG
pāġēda	pāġ-ed-a	verb	FUT-3A.SG
paġedab	pāġ-ed-aw	verb	FUT-1A.SG
pāġidō	pāġ-ed-aw	verb	FUT-1A.SG
fāġie	pāġi	noun	.ABS
pāġi	pāġi	noun	.ABS
pāġida	pāġi-i-da	noun	3POSS.SG-DIR
pāġīda	pāġi-i-da	noun	3POSS.SG-DIR
pažāe	pāže-ae	noun	INS
pāžāe	pāže-ae	noun	INS
pēduġa	pēd+uġ-a	verb	INT
pēduġa	pēd+uġ-a	verb	INT.IMP
pēġi	pēġ-i	verb	ANTIP
pēġi	pēġ-i	verb	TR.IMP
pidia	pīdi-i-a	noun	3POSS.SG-ESS
pīdia	pīdi-i-a	noun	3POSS.SG-ESS
pūziġub	pūz+iġ-o-m	verb	TR.PFV-3A.SG
pūziġum	pūz+iġ-o-m	verb	TR.PFV-3A.SG
salma	salmi=ma	noun	.ABS=2SG.ABS
salma	salmi=ma	noun	.ABS=CON
sikkulli	sikk-ulli	verb	ulli
sikkūlli	sikk-ulli	verb	ulli
sūlūde	sul+ud-i	verb	ANTIP
sūlūde	sul+ud-i	verb	TR.IMP
sāzulōšteri	sāz-ol-ošt-i-re	verb	ol-RES-AG-PTCP
sāzōlušteri	sāz-ol-ošt-i-re	verb	ol-RES-AG-PTCP
sūldu	sūl-id-o	verb	PL.A-TR.PFV
sūlidu	sūl-id-o	verb	PL.A-TR.PFV
tābužudam	tab-ož-ud-a=m	verb	ož-ud-INT=2SG.ABS
tābōžudam	tab-ož-ud-a=m	verb	ož-ud-INT=2SG.ABS
tadireškinibāe	tad+ir+e+ški-ne-ve-ae	noun	RELAT.SG-GEN-INS
tādireškinibāe	tad+ir+e+ški-ne-ve-ae	noun	RELAT.SG-GEN-INS
tadugarāe	tad+ugar+i-ae	noun	INS
tādugarāi	tad+ugar+i-ae	noun	INS
taduġebābi	tado.ḫeba-ve	noun	GEN
tāduġebābi	tado.ḫeba-ve	noun	GEN
taduġeban	tado.ḫeba=n	noun	.ABS=3SG.ABS
taduġevan	tado.ḫeba=n	noun	.ABS=3SG.ABS
tāduġeban	tado.ḫeba=n	noun	.ABS=3SG.ABS
tāduġebān	tado.ḫeba=n	noun	.ABS=3SG.ABS
tagulaēž	tag-o-l-ai-ž	verb	MOD.PAT-l-PURP-ž
tagulāež	tag-o-l-ai-ž	verb	MOD.PAT-l-PURP-ž
tagulēž	tag-o-l-ež	verb	MOD.PAT-l-OPT
tāgulēž	tag-o-l-ež	verb	MOD.PAT-l-OPT
tagiže	tage+že	ADJ	.ABS
tagēže	tage+že	ADJ	.ABS
tāgiže	tage+že	ADJ	.ABS
tāgiži	tage+že	ADJ	.ABS
tagi	tagi	noun	.ABS
tāgi	tagi	noun	.ABS
talaḫḫum	tal+āḫḫ-o-m	verb	TR.PFV-3A.SG
talāḫḫum	tal+āḫḫ-o-m	verb	TR.PFV-3A.SG
tālāḫḫum	tal+āḫḫ-o-m	verb	TR.PFV-3A.SG
talīa	tal-i-a	verb	TR-3A.SG
tālia	tal-i-a	verb	TR-3A.SG
tali	tale	noun	.ABS
tāli	tale	noun	.ABS
talavoži	talāv+o+že	ADJ	.ABS
talāvuži	talāv+o+že	ADJ	.ABS
talabōžinažuž	talāv+o+že-na-až-ož	ADJ	RELAT.PL-PL-ERG
talābōžināžuž	talāv+o+že-na-až-ož	ADJ	RELAT.PL-PL-ERG
tapteni	tapti-ne	noun	ABL/INS
taptini	tapti-ne	noun	ABL/INS
tapteni	tapti-ne-e	noun	RELAT.SG-DIR/LOC
taptini	tapti-ne-e	noun	RELAT.SG-DIR/LOC
tapšaḫḫa	tapš+āġ+i-a	noun	ESS
tapšāġa	tapš+āġ+i-a	noun	ESS
tariġini	tar+i+ġe-ne	noun	ABL/INS
tāriġini	tar+i+ġe-ne	noun	ABL/INS
tariġini	tar+i+ġe-ne-e	noun	RELAT.SG-DIR/LOC
tāriġini	tar+i+ġe-ne-e	noun	RELAT.SG-DIR/LOC
tarēna	tarē-na	noun	RELAT.PL.ABS
tārēna	tarē-na	noun	RELAT.PL.ABS
taržuwāni	taržuwa+ni	noun	.ABS
taržūwāni	taržuwa+ni	noun	.ABS
taržuwannaža	taržuwa+ni-na-až-a	noun	RELAT.PL-PL-DAT/ESS
taržuwannāža	taržuwa+ni-na-až-a	noun	RELAT.PL-PL-DAT/ESS
taržuwanažāe	taržuwa+ni-na-až-ve-ae	noun	RELAT.PL-PL-GEN-INS
taržuwannažāe	taržuwa+ni-na-až-ve-ae	noun	RELAT.PL-PL-GEN-INS
taržuwannež	taržuwa+ni-ne-ž	noun	RELAT.SG-ERG
taržuwanniž	taržuwa+ni-ne-ž	noun	RELAT.SG-ERG
tažmežarrin	tažmi.šarri=n	noun	.ABS=3SG.ABS
tažmižarrin	tažmi.šarri=n	noun	.ABS=3SG.ABS
telippa	tel-i-b=ma	verb	ANTIP-b=CON
telīppa	tel-i-b=ma	verb	ANTIP-b=CON
telu	tel-u	verb	MED
tēlu	tel-u	verb	MED
teġida	teġ-ed-a	verb	FUT-3A.SG
tēġida	teġ-ed-a	verb	FUT-3A.SG
tešši	tešše	noun	.ABS
tēšši	tešše	noun	.ABS
tešcuppi	teššob-ve	noun	GEN
teššuppi	teššob-ve	noun	GEN
tedevaduḫḫa	tid+i+vad+o+ḫḫe-a	ADJ	ESS
tidivāduḫḫa	tid+i+vad+o+ḫḫe-a	ADJ	ESS
tidiam	tidi-i-a=m	noun	3POSS.SG-ESS=CON
tidiāb	tidi-i-a=m	noun	3POSS.SG-ESS=CON
timarri	timeri-ne-e	ADJ	RELAT.SG-DIR/LOC
timerrē	timeri-ne-e	ADJ	RELAT.SG-DIR/LOC
tipšar	tip+šari	noun	.ABS
tipšari	tip+šari	noun	.ABS
tipšāri	tip+šari	noun	.ABS
tīpšāri	tip+šari	noun	.ABS
tebušḫa	tiv+o+šḫi-a	noun	ESS
tivošḫa	tiv+o+šḫi-a	noun	ESS
tebušḫāi	tiv+o+šḫi-ae	noun	INS
tibušḫāi	tiv+o+šḫi-ae	noun	INS
tiba	tiv-a	verb	INT
tīva	tiv-a	verb	INT
tebi	tive	noun	.ABS
teve	tive	noun	.ABS
tibi	tive	noun	.ABS
tivi	tive	noun	.ABS
tībi	tive	noun	.ABS
teba	tive-a	noun	ESS
tiba	tive-a	noun	ESS
tīvā	tive-a	noun	ESS
tebāe	tive-ae	noun	INS
tebāi	tive-ae	noun	INS
teiai	tive-ae	noun	INS
tibāe	tive-ae	noun	INS
tibāi	tive-ae	noun	INS
tevena	tive-na	noun	RELAT.PL.ABS
tibina	tive-na	noun	RELAT.PL.ABS
tibēna	tive-na	noun	RELAT.PL.ABS
tivena	tive-na	noun	RELAT.PL.ABS
tivina	tive-na	noun	RELAT.PL.ABS
tēvena	tive-na	noun	RELAT.PL.ABS
tīvena	tive-na	noun	RELAT.PL.ABS
tīvina	tive-na	noun	RELAT.PL.ABS
tebinažuž	tive-na-až-ož	noun	RELAT.PL-PL-ERG
tebināžuž	tive-na-až-ož	noun	RELAT.PL-PL-ERG
tia	tiye-a	noun	ESS
tīa	tiye-a	noun	ESS
tižab	tiža-v	noun	2POSS.SG.ABS
tīžab	tiža-v	noun	2POSS.SG.ABS
tōruwe	torove	noun	.ABS
tōruwi	torove	noun	.ABS
talinaža	tāle-na-až-a	noun	RELAT.PL-PL-DAT/ESS
talēnaža	tāle-na-až-a	noun	RELAT.PL-PL-DAT/ESS
tālināža	tāle-na-až-a	noun	RELAT.PL-PL-DAT/ESS
tā+na	tān-a	verb	INT
tāna	tān-a	verb	INT
tara	tār-a	verb	INT
tāra	tār-a	verb	INT
tara	tāri-a	noun	ESS
tāra	tāri-a	noun	ESS
tarriž	tāri-ne-ž	noun	RELAT.SG-ERG
tārrež	tāri-ne-ž	noun	RELAT.SG-ERG
tārriž	tāri-ne-ž	noun	RELAT.SG-ERG
tatḫundōrinamma	tātḫ+und+ō+re-na=mma	noun	RELAT.PL.ABS=CON
tātḫundōrinamma	tātḫ+und+ō+re-na=mma	noun	RELAT.PL.ABS=CON
tāġe	tāġe	noun	.ABS
tāġi	tāġe	noun	.ABS
taġinež	tāġe-ne-ž	noun	RELAT.SG-ERG
taġēnež	tāġe-ne-ž	noun	RELAT.SG-ERG
tāġinež	tāġe-ne-ž	noun	RELAT.SG-ERG
tāġibāe	tāġe-ve-ae	noun	GEN-INS
tāġibāi	tāġe-ve-ae	noun	GEN-INS
tāžini	tāže-ne	noun	ABL/INS
tāžēni	tāže-ne	noun	ABL/INS
tāžini	tāže-ne-e	noun	RELAT.SG-DIR/LOC
tāžēni	tāže-ne-e	noun	RELAT.SG-DIR/LOC
tidiam	tīd-i-a=m	verb	TR-3A.SG=CON
tidiāb	tīd-i-a=m	verb	TR-3A.SG=CON
titta	tīd-id-a	verb	PL.A-3A
tīdida	tīd-id-a	verb	PL.A-3A
titta	tīd-id-en	verb	PL.A-3JUSS
tīdida	tīd-id-en	verb	PL.A-3JUSS
tubinažuž	tōbi-na-až-ož	noun	RELAT.PL-PL-ERG
tōbinažuž	tōbi-na-až-ož	noun	RELAT.PL-PL-ERG
tōbināžuž	tōbi-na-až-ož	noun	RELAT.PL-PL-ERG
tūdiguž	tūdi+gi-ož	noun	EQU
tūdigōž	tūdi+gi-ož	noun	EQU
turuḫḫe	tūr+o+ḫḫe	noun	.ABS
tūruḫḫi	tūr+o+ḫḫe	noun	.ABS
tōri	tūr-i	verb	ANTIP
tūri	tūr-i	verb	ANTIP
tōri	tūri	ADV	
tūri	tūri	ADV	
tūria	tūri	ADV	
uwom	ub-o-m	verb	TR.PFV-3A.SG
uwōm	ub-o-m	verb	TR.PFV-3A.SG
ummandu	umm-an-id-o	verb	CAUS-PL.A-TR.PFV
ummanidu	umm-an-id-o	verb	CAUS-PL.A-TR.PFV
unam	un-a=m	verb	INT.IMP=2SG.ABS
unam	un-a=m	verb	INT=CON
urukku	ur-o-kko	verb	INT-NEG
urūkku	ur-o-kko	verb	INT-NEG
uruġeda	ur-oġ-ed-a	verb	oġ-FUT-3A.SG
uruġida	ur-oġ-ed-a	verb	oġ-FUT-3A.SG
uruġēda	ur-oġ-ed-a	verb	oġ-FUT-3A.SG
uittani	uw+ett+a+ni	noun	.ABS
uēttani	uw+ett+a+ni	noun	.ABS
uwal	uw-a=l	verb	INT=3PL.ABS
uwāl	uw-a=l	verb	INT=3PL.ABS
ue	uwi	noun	.ABS
ui	uwi	noun	.ABS
uwa	uwi-a	noun	ESS
uwā	uwi-a	noun	ESS
uwal	uwi-a=l	noun	ESS=3PL.ABS
uwāl	uwi-a=l	noun	ESS=3PL.ABS
akki	ākki	PRON	.ABS
ākki	ākki	PRON	.ABS
allai	ālla+i	noun	.ABS
allāi	ālla+i	noun	.ABS
allani	āllāni	noun	.ABS
āllāni	āllāni	noun	.ABS
alzialli	ālžīālli	noun	.ABS
ālžialli	ālžīālli	noun	.ABS
ānžalāl	ānž-al-a=l	verb	al-3A.SG=3PL.ABS
ānžalāl	ānž-al-a=l	verb	al-INT=3PL.ABS
ari	āri	noun	.ABS
āri	āri	noun	.ABS
āšte	āšte	noun	.ABS
āšti	āšte	noun	.ABS
aštenna	āšte-nna	noun	EQU2
āštenna	āšte-nna	noun	EQU2
āššiden	āšš-id-en	verb	PL.A-3JUSS
āššidin	āšš-id-en	verb	PL.A-3JUSS
ašḫužekkunni	āšḫ+ož+i+kk+o+nni	noun	.ABS
ašḫužikkunni	āšḫ+ož+i+kk+o+nni	noun	.ABS
āšḫužikkunni	āšḫ+ož+i+kk+o+nni	noun	.ABS
ašḫužikkuninibi	āšḫ+ož+i+kk+o+nni-ne-ve	noun	RELAT.SG-GEN
ašḫužikkunninibi	āšḫ+ož+i+kk+o+nni-ne-ve	noun	RELAT.SG-GEN
āšḫužikkunninibi	āšḫ+ož+i+kk+o+nni-ne-ve	noun	RELAT.SG-GEN
ašḫužikkunnima	āšḫ+ož+i+kk+o+nni=ma	noun	.ABS=CON
āšḫužikkunnima	āšḫ+ož+i+kk+o+nni=ma	noun	.ABS=CON
ašḫuwe	āšḫo+e	ADV	
āšḫuwe	āšḫo+e	ADV	
āšḫuwi	āšḫo+e	ADV	
ēblava	ēbla-va	noun	DAT
īblaba	ēbla-va	noun	DAT
īad	īa=d	ADV	=1SG.ABS
īād	īa=d	ADV	=1SG.ABS
šallaena	šallae-na	ADJ	RELAT.PL.ABS
šāllaena	šallae-na	ADJ	RELAT.PL.ABS
šarrina	šarri-na	noun	RELAT.PL.ABS
šarrēna	šarri-na	noun	RELAT.PL.ABS
šatti	šatti	PRON	.ABS
šātti	šatti	PRON	.ABS
šaballi	šavli-ne-e	noun	RELAT.SG-DIR/LOC
šāvālli	šavli-ne-e	noun	RELAT.SG-DIR/LOC
šauškada	šavoška-da	noun	DIR
šauškāda	šavoška-da	noun	DIR
šažarri	šažari-ne-e	noun	RELAT.SG-DIR/LOC
šāžarri	šažari-ne-e	noun	RELAT.SG-DIR/LOC
šelluššae	šell+o+šše-ae	noun	INS
šelluššāi	šell+o+šše-ae	noun	INS
šellin	šelli-n	noun	ABL/INS
šēllin	šelli-n	noun	ABL/INS
šeniffi	šena-iffe	noun	1POSS.SG.ABS
šēniffe	šena-iffe	noun	1POSS.SG.ABS
šerženi	šer+že-ne-e	noun	RELAT.SG-DIR/LOC
šērženi	šer+že-ne-e	noun	RELAT.SG-DIR/LOC
šēržēni	šer+že-ne-e	noun	RELAT.SG-DIR/LOC
šeġala	šeġal-a	verb	INT
šeġalā	šeġal-a	verb	INT
šeġāla	šeġal-a	verb	INT
šiġāla	šeġal-a	verb	INT
šēġala	šeġal-a	verb	INT
šeġalulaēž	šeġal-o-l-ai-ž	verb	MOD.PAT-l-PURP-ž
šeġalulāež	šeġal-o-l-ai-ž	verb	MOD.PAT-l-PURP-ž
šeġalulāešša	šeġal-o-l-ai-ž=nna	verb	MOD.PAT-l-PURP-ž=3SG.ABS
šēġalulaešša	šeġal-o-l-ai-ž=nna	verb	MOD.PAT-l-PURP-ž=3SG.ABS
šeġalulēž	šeġal-o-l-ež	verb	MOD.PAT-l-OPT
šeġalōlež	šeġal-o-l-ež	verb	MOD.PAT-l-OPT
šēġalulēž	šeġal-o-l-ež	verb	MOD.PAT-l-OPT
šeġalummālla	šeġal-o-m-a=lla	verb	TR.PFV-3A.SG-EPNTH=3PL.ABS
šēġalumalla	šeġal-o-m-a=lla	verb	TR.PFV-3A.SG-EPNTH=3PL.ABS
šeġala	šeġali-a	ADJ	ESS
šēġala	šeġali-a	ADJ	ESS
šeġella	šeġli-na	noun	RELAT.PL.ABS
šeġellina	šeġli-na	noun	RELAT.PL.ABS
šeġellibina	šeġli-ne-ve-na	noun	RELAT.SG-GEN-RELAT.PL.ABS
šeġellivina	šeġli-ne-ve-na	noun	RELAT.SG-GEN-RELAT.PL.ABS
šeġurni	šeġor+ni	noun	.ABS
šeġōrni	šeġor+ni	noun	.ABS
šeġurnāe	šeġor+ni-ae	noun	INS
šēġurnāe	šeġor+ni-ae	noun	INS
šialužum	šial-ož-o-m	verb	ož-TR.PFV-3A.SG
šialōžum	šial-ož-o-m	verb	ož-TR.PFV-3A.SG
šidarna	šid+ar+ni-a	noun	ESS
šidārna	šid+ar+ni-a	noun	ESS
šilava	šilavi-a	noun	ESS
šilāva	šilavi-a	noun	ESS
šinzi	šin+ze	NUM	.ABS
šīnzi	šin+ze	NUM	.ABS
šindai	šindai	NUM	.ABS
šindāi	šindai	NUM	.ABS
šenda	šindi-a	NUM	ESS
šenda	šindi-a	NUM	INT
šīnda	šindi-a	NUM	ESS
šenda	šindi-a	noun	ESS
šīnda	šindi-a	noun	ESS
širadili	šir+ad-i-le	verb	MOD.AG-1JUSS
šīrādili	šir+ad-i-le	verb	MOD.AG-1JUSS
šia	šiye	noun	.ABS
šīa	šiye	noun	.ABS
šīe	šiye	noun	.ABS
šia	šiye-a	noun	ESS
šīa	šiye-a	noun	ESS
šiai	šiye-ae	noun	INS
šiāi	šiye-ae	noun	INS
šīai	šiye-ae	noun	INS
šīāe	šiye-ae	noun	INS
šīāi	šiye-ae	noun	INS
šēna	šiye-na	noun	RELAT.PL.ABS
šīena	šiye-na	noun	RELAT.PL.ABS
šīenaža	šiye-na-až-a	noun	RELAT.PL-PL-DAT/ESS
šīenāža	šiye-na-až-a	noun	RELAT.PL-PL-DAT/ESS
šeēnāžuž	šiye-na-až-ož	noun	RELAT.PL-PL-ERG
šīenažuž	šiye-na-až-ož	noun	RELAT.PL-PL-ERG
šīenāžuž	šiye-na-až-ož	noun	RELAT.PL-PL-ERG
šēni	šiye-ne	noun	ABL/INS
šīeni	šiye-ne	noun	ABL/INS
šēni	šiye-ne-e	noun	RELAT.SG-DIR/LOC
šīeni	šiye-ne-e	noun	RELAT.SG-DIR/LOC
šīenež	šiye-ne-ž	noun	RELAT.SG-ERG
šīeniž	šiye-ne-ž	noun	RELAT.SG-ERG
šiēž	šiye-ž	noun	ERG
šīež	šiye-ž	noun	ERG
šukku	šokko	NUM	.ABS
šōkku	šokko	NUM	
šōvae	šowa-ae	noun	INS
šōvāe	šowa-ae	noun	INS
šummi	šummi	ADJ	
šummi	šummi	ADJ	.ABS
šummida	šummi-da	ADJ	DIR
šummīda	šummi-da	ADJ	DIR
šūre	šuri	noun	.ABS
šūri	šuri	noun	.ABS
šāra	šār-a	verb	ESS
šāra	šār-a	verb	INT
šara	šāri-a	noun	ESS
šāra	šāri-a	noun	ESS
šatti	šātt-i	verb	ANTIP
šātti	šātt-i	verb	ANTIP
šātti	šātt-i	verb	TR.IMP
šattub	šātt-o-m	verb	TR.PFV-3A.SG
šattum	šātt-o-m	verb	TR.PFV-3A.SG
šāttub	šātt-o-m	verb	TR.PFV-3A.SG
šāttūb	šātt-o-m	verb	TR.PFV-3A.SG
šerrē	šēri-ne	noun	ABL/INS
šērini	šēri-ne	noun	ABL/INS
šerrē	šēri-ne-e	noun	RELAT.SG-DIR/LOC
šērini	šēri-ne-e	noun	RELAT.SG-DIR/LOC
šērri	šēri-ne-e	noun	RELAT.SG-DIR/LOC
šēže	šēžē	NUM	.ABS
šēžie	šēžē	NUM	.ABS
šia	šī-a	verb	INT
šīa	šī-a	verb	INT
šia	šī-i-a	verb	TR-3A.SG
šīa	šī-i-a	verb	TR-3A.SG
šīel	šī-i=l	noun	3POSS.SG.ABS=3PL.ABS
šīl	šī-i=l	noun	3POSS.SG.ABS=3PL.ABS
šiummeni	šī-umme-ne	verb	INF-ABL/INS
šiwummini	šī-umme-ne	verb	INF-ABL/INS
šiōmmini	šī-umme-ne	verb	INF-ABL/INS
šīwummini	šī-umme-ne	verb	INF-ABL/INS
šīōmmini	šī-umme-ne	verb	INF-ABL/INS
šiummeni	šī-umme-ne-e	verb	INF-RELAT.SG-DIR/LOC
šiwummini	šī-umme-ne-e	verb	INF-RELAT.SG-DIR/LOC
šiōmmini	šī-umme-ne-e	verb	INF-RELAT.SG-DIR/LOC
šīwummini	šī-umme-ne-e	verb	INF-RELAT.SG-DIR/LOC
šīōmmini	šī-umme-ne-e	verb	INF-RELAT.SG-DIR/LOC
šib	šī-v	noun	2POSS.SG.ABS
šīb	šī-v	noun	2POSS.SG.ABS
šīri	šīr-i	verb	ANTIP
šīri	šīr-i	verb	TR.IMP
šōnib	šō+ni-v	noun	2POSS.SG.ABS
šūnib	šō+ni-v	noun	2POSS.SG.ABS
šōe	šōe	PRON	.ABS
šōi	šōe	PRON	.ABS
šōe	šōe	noun	.ABS
šōi	šōe	noun	.ABS
ḫāe	ḫa-i	verb	TR.IMP
ḫāi	ḫa-i	verb	ANTIP
ḫaīb	ḫa-i-b	verb	ANTIP-b
ḫāib	ḫa-i-b	verb	ANTIP-b
ḫāīb	ḫa-i-b	verb	ANTIP-b
ḫāide	ḫa-id-en	verb	PL.A-3JUSS
ḫāiden	ḫa-id-en	verb	PL.A-3JUSS
ḫalze	ḫalze	noun	.ABS
ḫalzi	ḫalze	noun	.ABS
ḫapsuri	ḫapsōri	noun	.ABS
ḫapsōri	ḫapsōri	noun	.ABS
ḫapsurib	ḫapsōri-v	noun	2POSS.SG.ABS
ḫapsōrib	ḫapsōri-v	noun	2POSS.SG.ABS
ḫassizai	ḫassizi-ae	noun	INS
ḫassizāe	ḫassizi-ae	noun	INS
ḫāzizāe	ḫassizi-ae	noun	INS
ḫaburni	ḫavor+ni	noun	.ABS
ḫabōrni	ḫavor+ni	noun	.ABS
ḫavorni	ḫavor+ni	noun	.ABS
ḫavōrni	ḫavor+ni	noun	.ABS
ḫavorunni	ḫavor+ni-ne	noun	ABL/INS
ḫavorōnni	ḫavor+ni-ne	noun	ABL/INS
ḫavōrunne	ḫavor+ni-ne	noun	ABL/INS
ḫavōrunni	ḫavor+ni-ne	noun	ABL/INS
ḫavorunni	ḫavor+ni-ne-e	noun	RELAT.SG-DIR/LOC
ḫavorōnni	ḫavor+ni-ne-e	noun	RELAT.SG-DIR/LOC
ḫavōrunne	ḫavor+ni-ne-e	noun	RELAT.SG-DIR/LOC
ḫavōrunni	ḫavor+ni-ne-e	noun	RELAT.SG-DIR/LOC
ḫavorunnen	ḫavor+ni-ne-n	noun	RELAT.SG-ABL/INS
ḫavorunnin	ḫavor+ni-ne-n	noun	RELAT.SG-ABL/INS
ḫavōrunnin	ḫavor+ni-ne-n	noun	RELAT.SG-ABL/INS
ḫavōrunniba	ḫavor+ni-ne-va	noun	RELAT.SG-DAT
ḫāvorunneva	ḫavor+ni-ne-va	noun	RELAT.SG-DAT
ḫavirni	ḫavēr+ni	noun	.ABS
ḫavērni	ḫavēr+ni	noun	.ABS
ḫažimma	ḫaž-i+m+ai	verb	CVB
ḫažimāi	ḫaž-i+m+ai	verb	CVB
ḫāžīmai	ḫaž-i+m+ai	verb	CVB
ḫāžuža	ḫaž-ož-a	verb	PST-3A.SG
ḫāžōža	ḫaž-ož-a	verb	PST-3A.SG
ḫebad	ḫebad	noun	
ḫebad	ḫebad	noun	.ABS
ḫebapti	ḫebad-ve	noun	GEN
ḫebatte	ḫebad-ve	noun	GEN
ḫebatti	ḫebad-ve	noun	GEN
ḫebattenažuž	ḫebad-ve-na-až-ož	noun	GEN-RELAT.PL-PL-ERG
ḫebattenāžōž	ḫebad-ve-na-až-ož	noun	GEN-RELAT.PL-PL-ERG
ḫelōva	ḫelōvi-a	noun	ESS
ḫēlōva	ḫelōvi-a	noun	ESS
ḫenni	ḫenni	ADV	
ḫinni	ḫenni	ADV	
ḫennēma	ḫenni=ma	ADV	=CON
ḫinnima	ḫenni=ma	ADV	=CON
ḫinnēma	ḫenni=ma	ADV	=CON
ḫinimma	ḫenni=mma	ADV	=2SG.ABS
ḫinimma	ḫenni=mma	ADV	=CON
ḫinnimma	ḫenni=mma	ADV	=2SG.ABS
ḫerāri	ḫer+ār+i	noun	.ABS
ḫērāri	ḫer+ār+i	noun	.ABS
ḫeiaruḫḫi	ḫi+ar+o+ḫḫe	noun	.ABS
ḫiaruḫḫi	ḫi+ar+o+ḫḫe	noun	.ABS
ḫellamōla	ḫill-am-ol-a	verb	FACT-ol-3A.SG
ḫellāmōla	ḫill-am-ol-a	verb	FACT-ol-3A.SG
ḫellidi	ḫill-ed-i	verb	FUT-ANTIP
ḫillidi	ḫill-ed-i	verb	FUT-ANTIP
ḫillēdi	ḫill-ed-i	verb	FUT-ANTIP
ḫellib	ḫill-i-b	verb	ANTIP-b
ḫillib	ḫill-i-b	verb	ANTIP-b
ḫinzurinna	ḫinzori-nna	noun	EQU2
ḫinzōrinna	ḫinzori-nna	noun	EQU2
ḫežminiž	ḫižmi-ne-ž	noun	RELAT.SG-ERG
ḫižmenež	ḫižmi-ne-ž	noun	RELAT.SG-ERG
ḫābužib	ḫāb+o+že-v	noun	2POSS.SG.ABS
ḫābōžib	ḫāb+o+že-v	noun	2POSS.SG.ABS
ḫanubasḫi	ḫān+u+b+a+sḫe	noun	.ABS
ḫānubasḫi	ḫān+u+b+a+sḫe	noun	.ABS
ḫārapḫaēm	ḫār+a+ġe-ve-ae=m	noun	GEN-INS=2SG.ABS
ḫārapḫāīm	ḫār+a+ġe-ve-ae=m	noun	GEN-INS=2SG.ABS
ḫara	ḫāri-a	noun	ESS
ḫāra	ḫāri-a	noun	ESS
ḫažari	ḫāž+ar+i	noun	.ABS
ḫažāri	ḫāž+ar+i	noun	.ABS
ḫāžari	ḫāž+ar+i	noun	.ABS
ḫāžāri	ḫāž+ar+i	noun	.ABS
ḫažara	ḫāž+ar+i-a	noun	ESS
ḫāžara	ḫāž+ar+i-a	noun	ESS
ḫažarāe	ḫāž+ar+i-ae	noun	INS
ḫāžarae	ḫāž+ar+i-ae	noun	INS
ḫāžarāe	ḫāž+ar+i-ae	noun	INS
ḫāžarāi	ḫāž+ar+i-ae	noun	INS
ḫažarri	ḫāž+ar+i-ne-e	noun	RELAT.SG-DIR/LOC
ḫāžarri	ḫāž+ar+i-ne-e	noun	RELAT.SG-DIR/LOC
ḫažarrāe	ḫāž+arri-ae	noun	INS
ḫažarrāi	ḫāž+arri-ae	noun	INS
