form	segmentation	pos	morph_tag
maġōrri	maġōri-ne	noun	ABL/INS
maġōrri	maġōri-ne-e	noun	RELAT.SG-DIR/LOC
milulādu	mil-ol-ad-o	verb	ol-ad-MOD.PAT
milulādu	mil-ol-ad-u	verb	ol-ad-MED
mirešḫini	mir+e+šḫi-ne	noun	ABL/INS
mirešḫini	mir+e+šḫi-ne-e	noun	RELAT.SG-DIR/LOC
miržāl	mirži-a=l	noun	ESS=3PL.ABS
miržāl	mirži=l	noun	.ABS=3PL.ABS
miġōm	meġ-o-m	verb	TR.PFV-3A.SG
miġōm	miġ-o-m	verb	TR.PFV-3A.SG
munġīe	munġi-e	noun	3POSS.SG.ABS
munġīe	munġi-i-e	noun	3POSS.SG-DIR/LOC
mādida	mādi-da	noun	DIR
mādida	mādi-i-da	noun	3POSS.SG-DIR
mādie	mādi-e	noun	3POSS.SG.ABS
mādie	mādi-i-e	noun	3POSS.SG-DIR/LOC
mādillilla	mādili-ne-e=lla	noun	RELAT.SG-DIR/LOC=3PL.ABS
mādillilla	mādili-ne-ž=lla	noun	RELAT.SG-ERG=3PL.ABS
mādillilla	mādili-ne=lla	noun	ABL/INS=3PL.ABS
mādillilla	mādilli-i=lla	noun	3POSS.SG.ABS=3PL.ABS
mān	mā=an	CONJ	=CON
mān	mā=n	CONJ	=3SG.ABS
māna	man-a	PRON	ESS
māna	mān+a	PRON	
mānal	man-a=l	PRON	ESS=3PL.ABS
mānal	mān+a=l	PRON	=3PL.ABS
mānnuwalli	mānnuwali-ne	noun	ABL/INS
mānnuwalli	mānnuwali-ne-e	noun	RELAT.SG-DIR/LOC
mānnuwalli	mānnuwalli	noun	.ABS
mērež	mēri-i-ž	noun	3POSS.SG-ERG
mērež	mēri-ž	noun	ERG
mōrri	mōri-ne	noun	ABL/INS
mōrri	mōri-ne-e	noun	RELAT.SG-DIR/LOC
mōrri	mōrri	noun	.ABS
nabarbinie	nabarbi-ne	noun	ABL/INS
nabarbinie	nabarbi-ne-e	noun	RELAT.SG-DIR/LOC
nabarbinie	nabarbi-ne-ve	noun	RELAT.SG-GEN
nabnida	nabni-da	noun	DIR
nabnida	nabni-i-da	noun	3POSS.SG-DIR
naiġēna	na+i+ġē-na	noun	RELAT.PL.ABS
naiġēna	na+i+ġē-ne-a	noun	RELAT.SG-ESS
nakti	nak-d-i	verb	d-ANTIP
nakti	nakt-i	verb	ANTIP
navanida	nav-an-ed-a	verb	CAUS-FUT-3A.SG
navanida	nav-an-ed-a	verb	an-FUT-3A.SG
nawnībuwe	nau+ni-i-e	noun	3POSS.SG-DIR/LOC
nawnībuwe	nau+ni-iffu-ve	noun	1POSS.SG-GEN
naīanie	nai-i-ane	noun	3POSS.SG-ABL/INS
naīanie	naīa-ne	noun	ABL/INS
naīanie	naīa-ne-e	noun	RELAT.SG-DIR/LOC
naīanie	naīa-ne-ve	noun	RELAT.SG-GEN
naḫḫōtḫida	naḫḫ+ō+tḫe-da	noun	DIR
naḫḫōtḫida	naḫḫ+ō+tḫe-i-da	noun	3POSS.SG-DIR
neri	nera-i	noun	3POSS.SG.ABS
neri	neri	noun	.ABS
nerēda	nera-e-da	noun	3POSS.SG-DIR
nerēda	neri-i-da	noun	3POSS.SG-DIR
nerīda	nera-i-da	noun	3POSS.SG-DIR
nerīda	neri-i-da	noun	3POSS.SG-DIR
neššidal	nešši-da=l	noun	DIR=3PL.ABS
neššidal	nešši-i-da=l	noun	3POSS.SG-DIR=3PL.ABS
nikkalul	nikkal-ož=l	noun	ERG=3PL.ABS
nikkalul	nikkal=l	noun	.ABS=3PL.ABS
nilōž	nili-ož	noun	EQU
nilōž	nēli-ož	noun	EQU
nirida	nera-i-da	noun	3POSS.SG-DIR
nirida	neri-da	noun	DIR
nirida	neri-i-da	noun	3POSS.SG-DIR
nirīda	nera-i-da	noun	3POSS.SG-DIR
nirīda	neri-i-da	noun	3POSS.SG-DIR
niržida	nir+že-da	ADJ	DIR
niržida	nir+že-i-da	ADJ	3POSS.SG-DIR
niviriffi	niviri-iffe	noun	1POSS.SG.ABS
niviriffi	niviri-v-ve	noun	2POSS.SG-GEN
nivōžellandin	niv-ož-ill-and-i-n	verb	ož-ill-PL.A-MOD.AG-n
nivōžellandin	niv-ož-ill-and-i=n	verb	ož-ill-PL.A-MOD.AG=3SG.ABS
niġeffi	niġe-iffe	noun	1POSS.SG.ABS
niġeffi	niġe-v-ve	noun	2POSS.SG-GEN
niġippi	niġe-iffe	noun	1POSS.SG.ABS
niġippi	niġe-v-ve	noun	2POSS.SG-GEN
nubin	nubi-n	NUM	ABL/INS
nubin	nubi=n	NUM	.ABS=3SG.ABS
nudanzaġīvan	nudan+z+a+ġe-i-va=an	noun	3POSS.SG-DAT=CON
nudanzaġīvan	nudan+z+a+ġe-i-va=n	noun	3POSS.SG-DAT=3SG.ABS
numribi	numri-i-ve	noun	3POSS.SG-GEN
numribi	numri-ve	noun	GEN
nābima	nave-i=ma	noun	3POSS.SG.ABS=CON
nābima	nave=ma	noun	.ABS=CON
nālli	nāli-ne	noun	ABL/INS
nālli	nāli-ne-e	noun	RELAT.SG-DIR/LOC
nāwunnebina	nau+ni-ne-ve-na	noun	RELAT.SG-GEN-RELAT.PL.ABS
nāwunnebina	nāū+nni-ve-na	noun	GEN-RELAT.PL.ABS
nēlaban	nēla-v-a=an	noun	2POSS.SG-ESS=CON
nēlaban	nēla-v-a=n	noun	2POSS.SG-ESS=3SG.ABS
nēlaban	nēla-v=an	noun	2POSS.SG.ABS=CON
nēlaban	nēli-a=v=an	noun	ESS=2PL.ABS=CON
nēra	nera	noun	.ABS
nēra	nera-a	noun	ESS
nēra	neri-a	noun	ESS
nēri	nera-i	noun	3POSS.SG.ABS
nēri	neri	noun	.ABS
nērida	nera-i-da	noun	3POSS.SG-DIR
nērida	neri-da	noun	DIR
nērida	neri-i-da	noun	3POSS.SG-DIR
nōriġini	nor+i+ġe-ne	noun	ABL/INS
nōriġini	nor+i+ġe-ne-e	noun	RELAT.SG-DIR/LOC
nōvān	nōvi-a=an	noun	ESS=CON
nōvān	nōvi-a=n	noun	ESS=3SG.ABS
nōġaššeni	nōġašše-ne	noun	ABL/INS
nōġaššeni	nōġašše-ne-e	noun	RELAT.SG-DIR/LOC
nūdu	nūd-o	verb	MOD.PAT
nūdu	nūd-u	verb	MED
nūwarrīvan	nūv+ar+i-ne-va=an	noun	RELAT.SG-DAT=CON
nūwarrīvan	nūv+ar+i-ne-va=n	noun	RELAT.SG-DAT=3SG.ABS
nūwarrīvān	nūv+ar+i-ne-va=an	noun	RELAT.SG-DAT=CON
nūwarrīvān	nūv+ar+i-ne-va=n	noun	RELAT.SG-DAT=3SG.ABS
pabanni	paba+ni	noun	.ABS
pabanni	paba+ni-ne-e	noun	RELAT.SG-DIR/LOC
pabni	pab+ni	noun	.ABS
pabni	paba+ni	noun	.ABS
paibiblan	paib.ebla=an	noun	.ABS=CON
paibiblan	paib.ebla=n	noun	.ABS=3SG.ABS
palaġa	palaġi-a	noun	ESS
palaġa	palaʾe-a	noun	ESS
palaġa	palaḫḫi-a	noun	ESS
palaġa	pal-aġ-a	verb	aġ-INT
palaġa	pal-aʾ-a	verb	aʾ-INT
palaġa	pal-aḫḫ-a	verb	aḫḫ-INT
pandiažal	fandi-i-až-a=l	noun	3POSS-PL-DAT/ESS=3PL.ABS
pandiažal	pandi-i-až-a=l	noun	3POSS-PL-DAT/ESS=3PL.ABS
paria	par-i-a	verb	TR-3A.SG
paria	pār-i-a	verb	TR-3A.SG
parġida	parġi-da	noun	DIR
parġida	parġi-i-da	noun	3POSS.SG-DIR
patteni	patte-ne	noun	ABL/INS
patteni	patte-ne-e	noun	RELAT.SG-DIR/LOC
paġandarri	paġ+and+ar+i-ne	noun	ABL/INS
paġandarri	paġ+and+ar+i-ne-e	noun	RELAT.SG-DIR/LOC
paḫḫirāžuž	paġari-na-až-ož	noun	RELAT.PL-PL-ERG
paḫḫirāžuž	paḫḫiri-na-až-ož	noun	RELAT.PL-PL-ERG
pella	pili-na	noun	RELAT.PL.ABS
pella	pille-a	noun	ESS
pendu	pen-d-o	verb	d-MOD.PAT
pendu	pen-d-u	verb	d-MED
pendu	pen-id-o	verb	PL.A-TR.PFV
pendu	pend-o	verb	MOD.PAT
pendu	pend-u	verb	MED
piduġu	pīd+uġ-o	verb	MOD.PAT
piduġu	pīd+uġ-u	verb	MED
piduššida	pid+o+šše-da	noun	DIR
piduššida	pid+o+šše-i-da	noun	3POSS.SG-DIR
pilla	pili-na	noun	RELAT.PL.ABS
pilla	pille-a	noun	ESS
pindaianni	pindaia+ni-ne	noun	ABL/INS
pindaianni	pindaia+ni-ne-e	noun	RELAT.SG-DIR/LOC
pindaianni	pindaia+nni	noun	.ABS
pirida	piri-da	noun	DIR
pirida	piri-i-da	noun	3POSS.SG-DIR
pirrib	piri-ne-e=v	noun	RELAT.SG-DIR/LOC=2PL.ABS
pirrib	piri-ne=v	noun	ABL/INS=2PL.ABS
pirrib	pirri-v	noun	2POSS.SG.ABS
pirrib	pirr-i-b	verb	ANTIP-b
pirrib	pirr-i=v	verb	ANTIP=2PL.ABS
piġida	piġi-da	noun	DIR
piġida	piġi-i-da	noun	3POSS.SG-DIR
pižirri	pižiri-ne	noun	ABL/INS
pižirri	pižiri-ne-e	noun	RELAT.SG-DIR/LOC
pudūrež	fud-o-re-i-ž	verb	PAT-PTCP-3POSS.SG-ERG
pudūrež	fud-o-re-ž	verb	PAT-PTCP-ERG
purammippuwan	pura+mmi-iffu-va=an	noun	1POSS.SG-DAT=CON
purammippuwan	pura+mmi-iffu-va=n	noun	1POSS.SG-DAT=3SG.ABS
purburnīe	pur+bur+ni-e	noun	3POSS.SG.ABS
purburnīe	pur+bur+ni-i-e	noun	3POSS.SG-DIR/LOC
purranna	purra-nna	noun	EQU2
purranna	purra=nna	noun	.ABS=3SG.ABS
puttiġiž	put+t+i+ġe-i-ž	noun	3POSS.SG-ERG
puttiġiž	put+t+i+ġe-ž	noun	ERG
puweni	powe-ne	noun	ABL/INS
puweni	powe-ne-e	noun	RELAT.SG-DIR/LOC
puġuiridama	puġuiri-da=ma	noun	DIR=CON
puġuiridama	puġuiri-i-da=ma	noun	3POSS.SG-DIR=CON
puššinni	pošš+i+nni	noun	.ABS
puššinni	pōšši-nni	noun	ASS
pābanni	paba+ni	noun	.ABS
pābanni	paba+ni-ne	noun	ABL/INS
pābanni	paba+ni-ne-e	noun	RELAT.SG-DIR/LOC
pāenippa	pāeni-v-va	noun	2POSS.SG-DAT
pāenippa	pāeni-v=ma	noun	2POSS.SG.ABS=CON
pāinnia	paini-ne-va	noun	RELAT.SG-DAT
pāinnia	pā+i+nni-i-a	noun	3POSS.SG-ESS
pāinniž	paini-ne-ž	noun	RELAT.SG-ERG
pāinniž	pā+i+nni-i-ž	noun	3POSS.SG-ERG
pāinniž	pā+i+nni-ž	noun	ERG
pārellandin	pār-ill-and-i-n	verb	ill-PL.A-MOD.AG-n
pārellandin	pār-ill-and-i=n	verb	ill-PL.A-MOD.AG=3SG.ABS
pārirunni	pār+i+r+o+ni-ne	noun	ABL/INS
pārirunni	pār+i+r+o+ni-ne-e	noun	RELAT.SG-DIR/LOC
pārirunni	pār+i+r+o+nni	noun	.ABS
pāriženna	pār+i+že-i-nna	noun	3POSS.SG-EQU2
pāriženna	pāriže-nna	noun	EQU2
pāttini	patte-ne	noun	ABL/INS
pāttini	patte-ne-e	noun	RELAT.SG-DIR/LOC
pāġiba	pāġi-i-va	noun	3POSS.SG-DAT
pāġiba	pāġi-va	noun	DAT
pāġida	pāġi-da	noun	DIR
pāġida	pāġi-i-da	noun	3POSS.SG-DIR
pāīnnia	paini-ne-va	noun	RELAT.SG-DAT
pāīnnia	pā+i+nni-i-a	noun	3POSS.SG-ESS
pāššitḫād	pāšš+i+tḫe-a=d	noun	ESS=1SG.ABS
pāššitḫād	pāšš+i+tḫe=d	noun	.ABS=1SG.ABS
pāžannel	fāžani-ne-e=l	noun	RELAT.SG-DIR/LOC=3PL.ABS
pāžannel	fāžani-ne-ž=l	noun	RELAT.SG-ERG=3PL.ABS
pāžannel	fāžani-ne=l	noun	ABL/INS=3PL.ABS
pāžannel	pāž+a+nni-i=l	noun	3POSS.SG.ABS=3PL.ABS
pāžannel	pāž+a+nni-ž=l	noun	ERG=3PL.ABS
pāži	fāži	noun	.ABS
pāži	fāži-i	noun	3POSS.SG.ABS
pāžia	fāži-i-a	noun	3POSS.SG-ESS
pāžia	pāže-i-a	noun	3POSS.SG-ESS
pāžiba	fāži-i-va	noun	3POSS.SG-DAT
pāžiba	fāži-va	noun	DAT
pāžida	fāži-da	noun	DIR
pāžida	fāži-i-da	noun	3POSS.SG-DIR
pāžēni	pāže-e-ne	noun	3POSS.SG-ABL/INS
pāžēni	pāže-ne	noun	ABL/INS
pāžēni	pāže-ne-e	noun	RELAT.SG-DIR/LOC
pēduġa	pēd+uġ-a	verb	INT
pēduġa	pēd+uġ-a	verb	INT.IMP
pērġēna	pēri-ġe-na	noun	ADJ-RELAT.PL.ABS
pērġēna	pērġēna	noun	.ABS
pērġēna	pērġēni-a	noun	ESS
pēġi	pēġ-i	verb	ANTIP
pēġi	pēġ-i	verb	TR.IMP
pīarida	pīari-da	noun	DIR
pīarida	pīari-i-da	noun	3POSS.SG-DIR
pōriba	fōri-i-va	noun	3POSS.SG-DAT
pōriba	fōri-va	noun	DAT
pōrida	fōri-da	noun	DIR
pōrida	fōri-i-da	noun	3POSS.SG-DIR
pōrulli	fōroli-ne	noun	ABL/INS
pōrulli	fōroli-ne-e	noun	RELAT.SG-DIR/LOC
pōssu	pōss-o	verb	MOD.PAT
pōssu	pōss-u	verb	MED
pūdu	fud-o	verb	MOD.PAT
pūdu	fud-u	verb	MED
sabarri	sabari-ne	noun	ABL/INS
sabarri	sabari-ne-e	noun	RELAT.SG-DIR/LOC
salaštu	sal-ašt-o	verb	RES-MOD.PAT
salaštu	sal-ašt-u	verb	RES-MED
salma	salmi=ma	noun	.ABS=2SG.ABS
salma	salmi=ma	noun	.ABS=CON
sassinīe	sassi+ni-e	noun	3POSS.SG.ABS
sassinīe	sassi+ni-i-e	noun	3POSS.SG-DIR/LOC
sassinīe	sassi-ne-e	noun	RELAT.SG-DIR/LOC
sibariba	sib+ar+i-i-va	noun	3POSS.SG-DAT
sibariba	sib+ar+i-va	noun	DAT
sigrōšḫinenna	sigr+ō+šḫe-ne-e=nna	noun	RELAT.SG-DIR/LOC=3SG.ABS
sigrōšḫinenna	sigr+ō+šḫe-ne-nna	noun	RELAT.SG-EQU2
sigrōšḫinenna	sigr+ō+šḫe-ne=nna	noun	ABL/INS=3SG.ABS
simminie	simmi-ne	noun	ABL/INS
simminie	simmi-ne-e	noun	RELAT.SG-DIR/LOC
simminie	simmi-ne-ve	noun	RELAT.SG-GEN
sugazūganišša	suga+zūga+ni+šše-a	noun	ESS
sugazūganišša	suga+zūga+ni-ž=nna	noun	ERG=3SG.ABS
sulōženie	sul+ō+že-ne	noun	ABL/INS
sulōženie	sul+ō+že-ne-e	noun	RELAT.SG-DIR/LOC
sulōženie	sul+ō+že-ne-ve	noun	RELAT.SG-GEN
suppini	suppi-ne	noun	ABL/INS
suppini	suppi-ne-e	noun	RELAT.SG-DIR/LOC
suġižalli	suġižali-ne	noun	ABL/INS
suġižalli	suġižali-ne-e	noun	RELAT.SG-DIR/LOC
suġižalli	suġižalli	noun	.ABS
suḫḫinie	suḫḫi-ne	noun	ABL/INS
suḫḫinie	suḫḫi-ne-e	noun	RELAT.SG-DIR/LOC
sālī	sāli	noun	.ABS
sālī	sāli-i	noun	3POSS.SG.ABS
sāzin	sāzi-n	noun	ABL/INS
sāzin	sāzi=n	noun	.ABS=3SG.ABS
sāzin	sāz-i-en	verb	MOD.AG-3JUSS
sāzin	sāz-i=n	verb	ANTIP=3SG.ABS
sōnni	sōni-ne	noun	ABL/INS
sōnni	sōni-ne-e	noun	RELAT.SG-DIR/LOC
sōveni	sōve-ne	noun	ABL/INS
sōveni	sōve-ne-e	noun	RELAT.SG-DIR/LOC
sōšša	sōšš-a	noun	INT
sōšša	sōšši-a	noun	ESS
sūgētteni	sūgētte-ne	noun	ABL/INS
sūgētteni	sūgētte-ne-e	noun	RELAT.SG-DIR/LOC
sūlūde	sul+ud-i	verb	ANTIP
sūlūde	sul+ud-i	verb	TR.IMP
tabaštili	tab-ašt-i-le	verb	RES-MOD.AG-1JUSS
tabaštili	tav-ašt-i-le	verb	RES-MOD.AG-1JUSS
tadanida	tad+a+ni-da	noun	DIR
tadanida	tad+a+ni-i-da	noun	3POSS.SG-DIR
tadida	tādi-da	noun	DIR
tadida	tādi-i-da	noun	3POSS.SG-DIR
taduġeban	tado.ḫeba=an	noun	.ABS=CON
taduġeban	tado.ḫeba=n	noun	.ABS=3SG.ABS
talamdib	talam+d-i-b	verb	ANTIP-b
talamdib	talam+d-i=v	verb	ANTIP=2PL.ABS
tali	tal-i	verb	ANTIP
tali	tal-i-le	verb	MOD.AG-1JUSS
talippa	tale-iffe-a	noun	1POSS.SG-ESS
talippa	tale-v-va	noun	2POSS.SG-DAT
talippa	tale-v=ma	noun	2POSS.SG.ABS=CON
talippa	talippi-a	noun	ESS
talippa	tal-i-b=ma	verb	ANTIP-b=CON
talippa	tal-i=ffa	verb	ANTIP=2PL.ABS
talmu	talm-o	verb	MOD.AG
talmu	talm-u	verb	MED
tamgarida	tamgāri-da	noun	DIR
tamgarida	tamgāri-i-da	noun	3POSS.SG-DIR
tamrian	tamri-i-a=an	NUM	3POSS.SG-ESS=CON
tamrian	tamri-i-a=n	NUM	3POSS.SG-ESS=3SG.ABS
tamrīl	tamri-i=l	NUM	3POSS.SG.ABS=3PL.ABS
tamrīl	tamri-ž=l	NUM	ERG=3PL.ABS
tanna	tanni-a	noun	ESS
tanna	tāni-na	noun	RELAT.PL.ABS
taptani	tap-d-an-i	verb	d-an-ANTIP
taptani	tapt-an-i	verb	an-ANTIP
tapteni	tapti-ne	noun	ABL/INS
tapteni	tapti-ne-e	noun	RELAT.SG-DIR/LOC
taptini	tapti-ne	noun	ABL/INS
taptini	tapti-ne-e	noun	RELAT.SG-DIR/LOC
tarbu	tarb-o	verb	MOD.PAT
tarbu	tarb-u	verb	MED
tariġini	tar+i+ġe-ne	noun	ABL/INS
tariġini	tar+i+ġe-ne-e	noun	RELAT.SG-DIR/LOC
tarmanni	tarm+a+ni-ne	noun	ABL/INS
tarmanni	tarm+a+ni-ne-e	noun	RELAT.SG-DIR/LOC
tarria	tarri-i-a	noun	3POSS.SG-ESS
tarria	tāri-ne-va	noun	RELAT.SG-DAT
tattin	tatti-n	noun	ABL/INS
tattin	tatti=n	noun	.ABS=3SG.ABS
tattin	tad-id-en	verb	PL.A-3JUSS
tattin	tatt-i-en	verb	MOD.AG-3JUSS
tattin	tatt-i=n	verb	ANTIP=3SG.ABS
taġavure	taġav+o+re	noun	.ABS
taġavure	taġav+o+re-ne	noun	ABL/INS
taġavure	taġav+o+re-ne-e	noun	RELAT.SG-DIR/LOC
taženi	taže-ne	noun	ABL/INS
taženi	taže-ne-e	noun	RELAT.SG-DIR/LOC
teba	tebe-a	noun	ESS
teba	tive-a	noun	ESS
tebini	tive-ne	noun	ABL/INS
tebini	tive-ne-e	noun	RELAT.SG-DIR/LOC
teffe	teffe	noun	.ABS
teffe	tei-iffe	noun	1POSS.SG.ABS
telu	tel-o	verb	MOD.PAT
telu	tel-u	verb	MED
telumma	tel-o-m=ma	verb	TR.PFV-3A.SG=CON
telumma	tel-umme-a	verb	INF-ESS
teveffa	tive-iffe-a	noun	1POSS.SG-ESS
teveffa	tive-v-va	noun	2POSS.SG-DAT
teġulli	teġ+ol+i-ne	noun	ABL/INS
teġulli	teġ+ol+i-ne-e	noun	RELAT.SG-DIR/LOC
teššeni	tešše+ni	noun	.ABS
teššeni	tešše-ne	noun	ABL/INS
teššeni	tešše-ne-e	noun	RELAT.SG-DIR/LOC
teššīe	tešše-e	noun	3POSS.SG.ABS
teššīe	tešše-i-e	noun	3POSS.SG-DIR/LOC
težuġarġida	tež+uġ+ar+ġe-da	noun	DIR
težuġarġida	tež+uġ+ar+ġe-i-da	noun	3POSS.SG-DIR
tiba	tibi-a	noun	ESS
tiba	tive-a	noun	ESS
titta	titt-a	verb	INT
titta	tīd-d-a	verb	d-INT
titta	tīd-id-a	verb	PL.A-3A
titta	tīd-id-en	verb	PL.A-3JUSS
tivušḫini	tiv+o+šḫi-na	noun	RELAT.PL.ABS
tivušḫini	tiv+o+šḫi-ne-e	noun	RELAT.SG-DIR/LOC
tiḫḫida	tiḫḫi-da	noun	DIR
tiḫḫida	tiḫḫi-i-da	noun	3POSS.SG-DIR
tugalla	tugali-na	noun	RELAT.PL.ABS
tugalla	tugi-a=lla	noun	ESS=3PL.ABS
tuiba	tui-i-va	noun	3POSS.SG-DAT
tuiba	tui-va	noun	DAT
tullibina	tuli-ne-ve-na	noun	RELAT.SG-GEN-RELAT.PL.ABS
tullibina	tulli-ve-na	noun	GEN-RELAT.PL.ABS
tummininna	tummi-ne-e=nna	noun	RELAT.SG-DIR/LOC=3SG.ABS
tummininna	tummi-ne-nna	noun	RELAT.SG-EQU2
tummininna	tummi-ne=nna	noun	ABL/INS=3SG.ABS
tunivadai	ton-i-vade-ae	verb	AG-ADJ.NEG-INS
tunivadai	tūn-i-vade-ae	verb	AG-ADJ.NEG-INS
tunuštu	ton-ošt-o	verb	RES-MOD.PAT
tunuštu	ton-ošt-u	verb	RES-MED
tunuštu	tūn-ušt-o	verb	RES-MOD.PAT
tunuštu	tūn-ušt-u	verb	RES-MED
tunōm	ton-o-m	verb	TR.PFV-3A.SG
tunōm	tūn-o-m	verb	TR.PFV-3A.SG
turuḫḫina	tor+o+ḫḫe-na	ADJ	RELAT.PL.ABS
turuḫḫina	tur+o+ḫḫe-na	ADJ	RELAT.PL.ABS
tādittiniala	tāditti+ni-i-a=lla	noun	3POSS.SG-ESS=3PL.ABS
tādittiniala	tāditti+ni-i-až=lla	noun	3POSS-PL.ABS=3PL.ABS
tāli	tale	noun	.ABS
tāli	tāle	noun	.ABS
tālia	tale-i-a	noun	3POSS.SG-ESS
tālia	tāle-i-a	noun	3POSS.SG-ESS
tālāl	tale-a=l	noun	ESS=3PL.ABS
tālāl	tāle-a=l	noun	ESS=3PL.ABS
tālāl	tal-a=l	verb	INT=3PL.ABS
tālāl	tal-a=lla	verb	INT=3PL.ABS
tāndu	tān-d-o	verb	d-MOD.PAT
tāndu	tān-d-u	verb	d-MED
tāndu	tān-id-o	verb	PL.A-TR.PFV
tānni	tanni	noun	.ABS
tānni	tāni-ne	noun	ABL/INS
tānni	tāni-ne-e	noun	RELAT.SG-DIR/LOC
tāriġini	tar+i+ġe-ne	noun	ABL/INS
tāriġini	tar+i+ġe-ne-e	noun	RELAT.SG-DIR/LOC
tārri	tāri-ne	noun	ABL/INS
tārri	tāri-ne-e	noun	RELAT.SG-DIR/LOC
tāġiba	tāġe-i-va	noun	3POSS.SG-DAT
tāġiba	tāġe-va	noun	DAT
tāžini	tāže-ne	noun	ABL/INS
tāžini	tāže-ne-e	noun	RELAT.SG-DIR/LOC
tāžēni	tāže-ne	noun	ABL/INS
tāžēni	tāže-ne-e	noun	RELAT.SG-DIR/LOC
tēadin	tēi+ade-n	noun	ABL/INS
tēadin	tēi+ade=n	noun	.ABS=3SG.ABS
tēna	tē+ni-a	noun	ESS
tēna	tēni-a	noun	ESS
tēġida	teġidi-a	noun	ESS
tēġida	tēġi-da	noun	DIR
tēġida	tēġi-i-da	noun	3POSS.SG-DIR
tēġuššeni	tēġ+o+šše-ne	noun	ABL/INS
tēġuššeni	tēġ+o+šše-ne-e	noun	RELAT.SG-DIR/LOC
tīa	tiye-a	noun	ESS
tīa	tiye-i-a	noun	3POSS.SG-ESS
tīdida	tidi-da	noun	DIR
tīdida	tidi-i-da	noun	3POSS.SG-DIR
tīdida	tīd-id-a	verb	PL.A-3A
tīdida	tīd-id-en	verb	PL.A-3JUSS
tīva	tiye-i-va	noun	3POSS.SG-DAT
tīva	tiye-v-a	noun	2POSS.SG-ESS
tīva	tiye-va	noun	DAT
tīvenniva	tive-ne-va	noun	RELAT.SG-DAT
tīvenniva	tīvini-ne-va	noun	RELAT.SG-DAT
tīvollan	tīv-o=lla=an	verb	MOD.PAT=3PL.ABS=CON
tīvollan	tīv-oll-a=an	verb	oll-INT.IMP=CON
tīvollan	tīv-oll-a=n	verb	oll-INT.IMP=3SG.ABS
tīžanna	tiža-nna	noun	EQU2
tīžanna	tiža=nna	noun	.ABS=3SG.ABS
tōniliffa	tōn+ili-iffe-a	noun	1POSS.SG-ESS
tōniliffa	tōn+ili-v-va	noun	2POSS.SG-DAT
tōpšida	tōpši-da	noun	DIR
tōpšida	tōpši-i-da	noun	3POSS.SG-DIR
tōġadumanni	tōġ+ad+om+a+ni-ne	noun	ABL/INS
tōġadumanni	tōġ+ad+om+a+ni-ne-e	noun	RELAT.SG-DIR/LOC
tōġadumanni	tōġ+ad+om+a+nni	noun	.ABS
tūnuwadu	tūnuw-ad-o	verb	ad-MOD.PAT
tūnuwadu	tūnuw-ad-u	verb	ad-MED
tūnāin	ton-i-ai-n	verb	MOD.AG-PURP-n
tūnāin	ton-i-ai=n	verb	MOD.AG-PURP=3SG.ABS
tūnāin	tūn-i-ai-n	verb	MOD.AG-PURP-n
tūnāin	tūn-i-ai=n	verb	MOD.AG-PURP=3SG.ABS
tūnāḫḫi	tōn+ā+ḫḫe	noun	.ABS
tūnāḫḫi	tōn+āḫḫ+i	noun	.ABS
tūnāḫḫi	tūn+ā+ḫḫe	noun	.ABS
tūnāḫḫi	tūn+āḫḫ+i	noun	.ABS
tūnāḫḫi	ton-aḫḫ-i	verb	aḫḫ-ANTIP
tūnāḫḫi	tūn-aḫḫ-i	verb	aḫḫ-ANTIP
tūrīn	tūri-n	ADV	ABL/INS
tūrīn	tūri=n	ADV	=CON
uba	ubi-a	noun	ESS
uba	ubī-a	noun	ESS
ubindain	ub-ind-i-ai-n	verb	PL.A-MOD.AG-PURP-n
ubindain	ub-ind-i-ai=n	verb	PL.A-MOD.AG-PURP=3SG.ABS
ubugarženi	ub+ugar+že-ne	noun	ABL/INS
ubugarženi	ub+ugar+že-ne-e	noun	RELAT.SG-DIR/LOC
ubīn	ubi-i-n	noun	3POSS.SG-ABL/INS
ubīn	ubi-i=n	noun	3POSS.SG.ABS=3SG.ABS
ubīn	ubi-n	noun	ABL/INS
ubīn	ubi=n	noun	.ABS=3SG.ABS
ubīn	ubī-i-n	noun	3POSS.SG-ABL/INS
ubīn	ubī-i=n	noun	3POSS.SG.ABS=3SG.ABS
ubīn	ubī-n	noun	ABL/INS
ubīn	ubī=n	noun	.ABS=3SG.ABS
ubīn	ub-i-en	verb	MOD.AG-3JUSS
ubīn	ub-i=n	verb	ANTIP=3SG.ABS
udipšarin	odip.šarri-n	noun	ABL/INS
udipšarin	odip.šarri=n	noun	.ABS=3SG.ABS
udipšarran	udip.šarra-a=an	noun	ESS=CON
udipšarran	udip.šarra-a=n	noun	ESS=3SG.ABS
udipšarran	udip.šarra=an	noun	.ABS=CON
udipšarran	udip.šarra=n	noun	.ABS=3SG.ABS
ueni	uwi-ne	noun	ABL/INS
ueni	uwi-ne-e	noun	RELAT.SG-DIR/LOC
ugulgul	ugulg-o=l	verb	MOD.PAT=3PL.ABS
ugulgul	ugulg-u=l	verb	MED=3PL.ABS
ukku	ukk-o	verb	MOD.PAT
ukku	ukk-u	verb	MED
ulli	oli-ne	PRON	ABL/INS
ulli	oli-ne-e	PRON	RELAT.SG-DIR/LOC
