form	segmentation	pos	morph_tag
ulluġužellāin	oll+uġ-ož-ill-i-ai-n	verb	ož-ill-MOD.AG-PURP-n
ulluġužellāin	oll+uġ-ož-ill-i-ai=n	verb	ož-ill-MOD.AG-PURP=3SG.ABS
ulōštel	ol-o-ež=dil	verb	MOD.PAT-OPT=1PL.ABS
ulōštel	ol-ošt-i=l	verb	RES-ANTIP=3PL.ABS
umban	umba=an	noun	.ABS=CON
umban	umba=n	noun	.ABS=3SG.ABS
umbašši	tupp+a+šše	noun	.ABS
umbašši	umb+a+šše	noun	.ABS
umbašši	tupp-a-šše	verb	INT-NMLZ.ABS
umbašši	umb-a-šše	verb	INT-NMLZ.ABS
uminīe	omini-e	noun	3POSS.SG.ABS
uminīe	omini-i-e	noun	3POSS.SG-DIR/LOC
unam	un-a=m	verb	INT.IMP=2SG.ABS
unam	un-a=m	verb	INT=CON
uniġiž	un+i+ġe-i-ž	noun	3POSS.SG-ERG
uniġiž	un+i+ġe-ž	noun	ERG
uri	ori	noun	.ABS
uri	ure	noun	.ABS
uri	uri	noun	.ABS
uriba	ori-i-va	noun	3POSS.SG-DAT
uriba	ori-v-a	noun	2POSS.SG-ESS
uriba	ori-va	noun	DAT
uru	or-o	verb	MOD.PAT
uru	or-u	verb	MED
urunniaž	or+o+nni-i-ane	noun	3POSS.SG-ABL/INS
urunniaž	or+o+nni-i-až	noun	3POSS-PL.ABS
urunnida	or+o+nni-da	noun	DIR
urunnida	or+o+nni-i-da	noun	3POSS.SG-DIR
urunnin	or+o+nni-n	noun	ABL/INS
urunnin	or+o+nni=n	noun	.ABS=3SG.ABS
uwallinni	uw+all+i+nni	noun	.ABS
uwallinni	uwalli-nni	noun	ASS
uštaššin	ošt+a+šše-n	noun	ABL/INS
uštaššin	ošt+a+šše=n	noun	.ABS=3SG.ABS
uženi	uže-ne	noun	ABL/INS
uženi	uže-ne-e	noun	RELAT.SG-DIR/LOC
užunnibina	už+o+ni-ne-ve-na	noun	RELAT.SG-GEN-RELAT.PL.ABS
užunnibina	už+o+nni-ve-na	noun	GEN-RELAT.PL.ABS
ābi	avi	noun	.ABS
ābi	ābi	noun	.ABS
ābēni	ābē-ne	noun	ABL/INS
ābēni	ābē-ne-e	noun	RELAT.SG-DIR/LOC
āmmīnīn	āmmī-ne-n	ADV	RELAT.SG-ABL/INS
āmmīnīn	āmmī-ne=n	ADV	ABL/INS=3SG.ABS
ānžalāl	ānž-al-a=l	verb	al-3A.SG=3PL.ABS
ānžalāl	ānž-al-a=l	verb	al-INT=3PL.ABS
ārdi	arde	noun	.ABS
ārdi	arde-i	noun	3POSS.SG.ABS
ārdēni	arde-ne	noun	ABL/INS
ārdēni	arde-ne-e	noun	RELAT.SG-DIR/LOC
āri	ari	noun	.ABS
āri	āri	noun	.ABS
āġaštetta	aʾ-ašt-ed-d-a	verb	RES-FUT-PL.A-3A
āġaštetta	aʾ-ašt-i=tta	verb	RES-ANTIP=1SG.ABS
āġridal	aġri-da=l	noun	DIR=3PL.ABS
āġridal	aġri-i-da=l	noun	3POSS.SG-DIR=3PL.ABS
āštašḫini	āšt+a+šḫe-ne	noun	ABL/INS
āštašḫini	āšt+a+šḫe-ne-e	noun	RELAT.SG-DIR/LOC
āštenivan	āšte-ne-va=an	noun	RELAT.SG-DAT=CON
āštenivan	āšte-ne-va=n	noun	RELAT.SG-DAT=3SG.ABS
āštenna	āšte-i-nna	noun	3POSS.SG-EQU2
āštenna	āšte-nna	noun	EQU2
āšti	āšte	noun	.ABS
āšti	āšte-i	noun	3POSS.SG.ABS
āššaniba	āššani-i-va	noun	3POSS.SG-DAT
āššaniba	āššani-v-a	noun	2POSS.SG-ESS
āššaniba	āššani-va	noun	DAT
āšḫitḫini	āšḫ+i+tḫe-ne	noun	ABL/INS
āšḫitḫini	āšḫ+i+tḫe-ne-e	noun	RELAT.SG-DIR/LOC
āšḫun	ašḫo-n	ADV	ABL/INS
āšḫun	ašḫo=n	ADV	=3SG.ABS
āšḫōmain	āšḫ-o+m+ai-n	verb	CVB-n
āšḫōmain	āšḫ-o+m+ai=n	verb	CVB=3SG.ABS
āšḫōmainibinidal	āšḫ+ō+m+ai+ni-ve-ne-da=l	noun	GEN-RELAT.SG-DIR=3PL.ABS
āšḫōmainibinidal	āšḫ+ō+m+ai-ne-ve-ne-da=l	noun	RELAT.SG-GEN-RELAT.SG-DIR=3PL.ABS
ēbrež	evri-i-ž	noun	3POSS.SG-ERG
ēbrež	evri-ž	noun	ERG
ēbrivē	evri-i-ve	noun	3POSS.SG-GEN
ēbrivē	evri-ve	noun	GEN
ēdu	ed-o	verb	MOD.PAT
ēdu	ed-u	verb	MED
ēkkinēn	egi-ne-n	noun	RELAT.SG-ABL/INS
ēkkinēn	ēkke-ne-n	noun	RELAT.SG-ABL/INS
ēlgi	ēlgi	noun	.ABS
ēlgi	ēlgi-i	noun	3POSS.SG.ABS
ēlgilla	ēlgi-i=lla	noun	3POSS.SG.ABS=3PL.ABS
ēlgilla	ēlgi=lla	noun	.ABS=3PL.ABS
ērbirippi	ērbiri-iffe	noun	1POSS.SG.ABS
ērbirippi	ērbiri-v-ve	noun	2POSS.SG-GEN
ērdukku	ēr-d-o-kko	verb	d-INT-NEG
ērdukku	ērd-o-kko	verb	INT-NEG
ōlli	oli-ne	PRON	ABL/INS
ōlli	oli-ne-e	PRON	RELAT.SG-DIR/LOC
ōllini	ōlli-ne	noun	ABL/INS
ōllini	ōlli-ne-e	noun	RELAT.SG-DIR/LOC
ōlluġužellandin	oll+uġ-ož-ill-and-i-n	verb	ož-ill-PL.A-MOD.AG-n
ōlluġužellandin	oll+uġ-ož-ill-and-i=n	verb	ož-ill-PL.A-MOD.AG=3SG.ABS
ōlma	ōl+mi-a	noun	ESS
ōlma	ūl+me-a	noun	ESS
ōrdab	ōr+d-a-b	verb	INT-b
ōrdab	ōr+d-a=m	verb	INT=CON
ōštu	ošt-o	verb	MOD.PAT
ōštu	ošt-u	verb	MED
ōššunila	ōšš+o+ni-i=lla	noun	3POSS.SG.ABS=3PL.ABS
ōššunila	ōššunili-a	noun	ESS
ōššunila	ōšš-on-i=lla	verb	on-ANTIP=3PL.ABS
ōššunila	ōšš-on-il-a	verb	on-il-INT
ōššužanna	ōšš+o+že-a=nna	noun	ESS=3SG.ABS
ōššužanna	ōššuž+a+ni-na	noun	RELAT.PL.ABS
ōššužanna	ōššuž+a+nni-a	noun	ESS
šabalanida	šab+al+a+ni-da	noun	DIR
šabalanida	šab+al+a+ni-i-da	noun	3POSS.SG-DIR
šaderida	šaderi-da	noun	DIR
šaderida	šaderi-i-da	noun	3POSS.SG-DIR
šagužellandin	šag-ož-ill-and-i-n	verb	ož-ill-PL.A-MOD.AG-n
šagužellandin	šag-ož-ill-and-i=n	verb	ož-ill-PL.A-MOD.AG=3SG.ABS
šallaēnel	šallaie-ne-e=l	noun	RELAT.SG-DIR/LOC=3PL.ABS
šallaēnel	šallaie-ne=l	noun	ABL/INS=3PL.ABS
šarraššinin	šarr+a+šše-ne-e=n	noun	RELAT.SG-DIR/LOC=3SG.ABS
šarraššinin	šarr+a+šše-ne-n	noun	RELAT.SG-ABL/INS
šarraššinin	šarr+a+šše-ne=n	noun	ABL/INS=3SG.ABS
šarri	šarri	noun	.ABS
šarri	šāri-ne	noun	ABL/INS
šarri	šāri-ne-e	noun	RELAT.SG-DIR/LOC
šarrēna	šarri-na	noun	RELAT.PL.ABS
šarrēna	šarrē-na	noun	RELAT.PL.ABS
šarāmmēni	šarāmmē-ne	noun	ABL/INS
šarāmmēni	šarāmmē-ne-e	noun	RELAT.SG-DIR/LOC
šaržāraima	šaržārai=ma	noun	.ABS=CON
šaržāraima	šaržāraima	noun	.ABS
šazira	taziri-a	noun	ESS
šazira	šaziri-a	noun	ESS
šellida	šelli-da	noun	DIR
šellida	šelli-i-da	noun	3POSS.SG-DIR
šellini	šelli-ne	noun	ABL/INS
šellini	šelli-ne-e	noun	RELAT.SG-DIR/LOC
šelluġlupšenie	šell+o+ġ+l+o+pše-ne	noun	ABL/INS
šelluġlupšenie	šell+o+ġ+l+o+pše-ne-e	noun	RELAT.SG-DIR/LOC
šelluġlupšenie	šell+o+ġ+l+o+pše-ne-ve	noun	RELAT.SG-GEN
šelužēda	šel+o+že-i-da	noun	3POSS.SG-DIR
šelužēda	šel+o+žē-da	noun	DIR
šenda	šindi-a	NUM	ESS
šenda	šindi-a	NUM	INT
šendiššēni	šindi+ššē-ne	noun	ABL/INS
šendiššēni	šindi+ššē-ne-e	noun	RELAT.SG-DIR/LOC
šerrē	šēri-ne	noun	ABL/INS
šerrē	šēri-ne-e	noun	RELAT.SG-DIR/LOC
šerġuž	šer+ġe-ož	noun	EQU
šerġuž	šerġi-ož	noun	EQU
šeġalaššiġinimma	šeġal+a+šše+ġe-ne-e=mma	noun	RELAT.SG-DIR/LOC=2SG.ABS
šeġalaššiġinimma	šeġal+a+šše+ġe-ne=mma	noun	ABL/INS=2SG.ABS
šeġalužellandin	šeġal-ož-ill-and-i-n	verb	ož-ill-PL.A-MOD.AG-n
šeġalužellandin	šeġal-ož-ill-and-i=n	verb	ož-ill-PL.A-MOD.AG=3SG.ABS
šeġellinidel	šeġli-ne-e=dil	noun	RELAT.SG-DIR/LOC=1PL.ABS
šeġellinidel	šeġli-ne-ne=dil	noun	RELAT.SG-ABL/INS=1PL.ABS
šeġellinidel	šeġli-ne=dil	noun	ABL/INS=1PL.ABS
šeġla	šeġ+l-a	verb	INT
šeġla	šeġl-a	verb	INT
šeġurniba	šeġor+ni-i-va	noun	3POSS.SG-DAT
šeġurniba	šeġor+ni-va	noun	DAT
šeġurninni	šeġor+n+i+nni	noun	.ABS
šeġurninni	šeġor+ni-nni	noun	ASS
šeġōrnida	šeġor+ni-da	noun	DIR
šeġōrnida	šeġor+ni-i-da	noun	3POSS.SG-DIR
šešteni	šešti-ne	noun	ABL/INS
šešteni	šešti-ne-e	noun	RELAT.SG-DIR/LOC
šeštuġalzini	šeštuġ+al+zi-ne	noun	ABL/INS
šeštuġalzini	šeštuġ+al+zi-ne-e	noun	RELAT.SG-DIR/LOC
šeššalli	šeššali-ne	noun	ABL/INS
šeššalli	šeššali-ne-e	noun	RELAT.SG-DIR/LOC
šeššalli	šeššalli	noun	.ABS
šia	šiye	noun	.ABS
šia	šiye-a	noun	ESS
šia	šiye-i-a	noun	3POSS.SG-ESS
šia	ši-a	verb	INT
šia	ši-i-a	verb	TR-3A.SG
šia	šī-a	verb	INT
šia	šī-i-a	verb	TR-3A.SG
šiašši	šī-a-šše	verb	INT-NMLZ.ABS
šiašši	šī-i-a-šše	verb	TR-3A.SG-NMLZ.ABS
šigadibam	šig+adi-i-va=m	noun	3POSS.SG-DAT=CON
šigadibam	šig+adi-va=m	noun	DAT=CON
šikkinažan	šikki-na-až-a=an	noun	RELAT.PL-PL-DAT/ESS=CON
šikkinažan	šikki-na-až-a=n	noun	RELAT.PL-PL-DAT/ESS=3SG.ABS
šildanurum	šil-d-an-ur-o-m	verb	d-an-ur-TR.PFV-3A.SG
šildanurum	šild-an-ur-o-m	verb	an-ur-TR.PFV-3A.SG
šindiž	šindi-i-ž	noun	3POSS.SG-ERG
šindiž	šindi-ž	noun	ERG
šindāib	šindai=v	NUM	.ABS=2PL.ABS
šindāib	šindi-ae=v	NUM	INS=2PL.ABS
šinubini	šinubi-ne	noun	ABL/INS
šinubini	šinubi-ne-e	noun	RELAT.SG-DIR/LOC
šinutḫina	šinut-ġe-na	noun	ADJ-RELAT.PL.ABS
šinutḫina	šinutḫi-na	noun	RELAT.PL.ABS
šiummeni	šī-umme-ne	verb	INF-ABL/INS
šiummeni	šī-umme-ne-e	verb	INF-RELAT.SG-DIR/LOC
šiwummini	šī-umme-ne	verb	INF-ABL/INS
šiwummini	šī-umme-ne-e	verb	INF-RELAT.SG-DIR/LOC
šiāma	šiye-a=ma	noun	ESS=CON
šiāma	šī-i-a=ma	noun	3POSS.SG-ESS=CON
šiāma	šī-a=ma	verb	INT=CON
šiāma	šī-i-a=ma	verb	TR-3A.SG=CON
šiōmmini	šī-umme-ne	verb	INF-ABL/INS
šiōmmini	šī-umme-ne-e	verb	INF-RELAT.SG-DIR/LOC
šukkunna	šukk+o+ni-na	noun	RELAT.PL.ABS
šukkunna	šukk+o+nni-a	noun	ESS
šummanniž	šumm+a+ni-ne-ž	noun	RELAT.SG-ERG
šummanniž	šumm+a+nni-ž	noun	ERG
šummi	šummi	ADJ	
šummi	šummi	ADJ	.ABS
šumminnam	šummi-n=nna=m	ADJ	ABL/INS=3SG.ABS=CON
šumminnam	šummi=nna=m	ADJ	.ABS=3SG.ABS=CON
šummīda	šummi-da	ADJ	DIR
šummīda	šummi-i-da	ADJ	3POSS.SG-DIR
šuppaššab	šupp+a+šše-a=m	noun	ESS=CON
šuppaššab	šupp+a+šše-a=v	noun	ESS=2PL.ABS
šuēž	šu-i-ež	verb	MOD.AG-OPT
šuēž	šō-i-ež	verb	MOD.AG-OPT
šālabnira	šālab+ni-i-ra	noun	3POSS.SG-COM
šālabnira	šālab+ni-ra	noun	COM
šālabnira	šālabniri-a	noun	ESS
šāladeni	šālade-ne	noun	ABL/INS
šāladeni	šālade-ne-e	noun	ABL/INS-DIR/LOC
šāmanni	šāmani-ne	noun	ABL/INS
šāmanni	šāmani-ne-e	noun	RELAT.SG-DIR/LOC
šāmanni	šāmanni	noun	.ABS
šāra	šār-a	verb	ESS
šāra	šār-a	verb	INT
šātti	šātt-i	verb	ANTIP
šātti	šātt-i	verb	TR.IMP
šāvalam	šāv+al-a=m	verb	INT.IMP=2SG.ABS
šāvalam	šāv-al-a=m	verb	al-INT.IMP=2SG.ABS
šāvālli	šavli-ne	noun	ABL/INS
šāvālli	šavli-ne-e	noun	RELAT.SG-DIR/LOC
šāġlēž	šāġli-e-ž	noun	3POSS.SG-ERG
šāġlēž	šāġlē-ž	noun	ERG
šāžarri	šažari-ne	noun	ABL/INS
šāžarri	šažari-ne-e	noun	RELAT.SG-DIR/LOC
šēalidin	šē-al-id-en	verb	al-PL.A-3JUSS
šēalidin	šēal-id-en	verb	PL.A-3JUSS
šēndeššini	šēnde+šše-ne	NUM	ABL/INS
šēndeššini	šēnde+šše-ne-e	NUM	RELAT.SG-DIR/LOC
šēni	šena-i	noun	3POSS.SG.ABS
šēni	šeni	noun	.ABS
šēni	šiye-ne	noun	ABL/INS
šēni	šiye-ne-e	noun	RELAT.SG-DIR/LOC
šēnima	šiye-ne-e=ma	noun	RELAT.SG-DIR/LOC=CON
šēnima	šiye-ne=ma	noun	ABL/INS=CON
šēnna	šena-na	noun	RELAT.PL.ABS
šēnna	šeni-na	noun	RELAT.PL.ABS
šēnna	šēn+ni-a	noun	ESS
šēnna	šēnni-a	noun	ESS
šērini	šēri-ne	noun	ABL/INS
šērini	šēri-ne-e	noun	RELAT.SG-DIR/LOC
šēržēni	šer+že-ne	noun	ABL/INS
šēržēni	šer+že-ne-e	noun	RELAT.SG-DIR/LOC
šēġa	šēġa	noun	.ABS
šēġa	šēġa-a	noun	ESS
šēġalumalla	šeġal-o-m-a=lla	verb	TR.PFV-3A.SG-EPNTH=3PL.ABS
šēġalumalla	šeġal-umme-a=lla	verb	INF-ESS=3PL.ABS
šīa	šiye	noun	.ABS
šīa	šiye-a	noun	ESS
šīa	šī-a	noun	ESS
šīa	šī-i-a	noun	3POSS.SG-ESS
šīa	šī-a	verb	INT
šīa	šī-i-a	verb	TR-3A.SG
šīenella	šiye-ne-e=lla	noun	RELAT.SG-DIR/LOC=3PL.ABS
šīenella	šiye-ne-ž=lla	noun	RELAT.SG-ERG=3PL.ABS
šīenella	šiye-ne=lla	noun	ABL/INS=3PL.ABS
šīeni	šiye-ne	noun	ABL/INS
šīeni	šiye-ne-e	noun	RELAT.SG-DIR/LOC
šīm	šī-i=m	noun	3POSS.SG.ABS=2SG.ABS
šīm	šī=m	noun	.ABS=2SG.ABS
šīna	šī+ni-a	noun	ESS
šīna	šī-na	noun	RELAT.PL.ABS
šīri	šīr-i	verb	ANTIP
šīri	šīr-i	verb	TR.IMP
šīwullēm	šīūli-ne-e=m	noun	RELAT.SG-DIR/LOC=CON
šīwullēm	šīūli-ne=m	noun	ABL/INS=CON
šīwummini	šī-umme-ne	verb	INF-ABL/INS
šīwummini	šī-umme-ne-e	verb	INF-RELAT.SG-DIR/LOC
šīġāi	šēġa-ae	noun	INS
šīġāi	šīġi-ae	noun	INS
šīġāi	šēġ-i-ai	verb	MOD.AG-PURP
šīġāi	šīġ-i-ai	verb	MOD.AG-PURP
šīġāttāma	šēġa-a=tta=ma	noun	ESS=1SG.ABS=CON
šīġāttāma	šīġ+ātti-a=ma	noun	ESS=CON
šīġāttāma	šīġi-a=tta=ma	noun	ESS=1SG.ABS=CON
šīġāttāma	šīġ-a=tta=ma	verb	INT=1SG.ABS=CON
šīġāttāma	šīġ-ad-d-a=ma	verb	ad-PL.A-3A=CON
šīġāvenažan	šēġa-ve-na-až-a=an	noun	GEN-RELAT.PL-PL-DAT/ESS=CON
šīġāvenažan	šēġa-ve-na-až-a=n	noun	GEN-RELAT.PL-PL-DAT/ESS=3SG.ABS
šīōmmini	šī-umme-ne	verb	INF-ABL/INS
šīōmmini	šī-umme-ne-e	verb	INF-RELAT.SG-DIR/LOC
šōeni	šōe-ne	PRON	ABL/INS
šōeni	šōe-ne-e	PRON	RELAT.SG-DIR/LOC
šōni	šō+ni	noun	.ABS
šōni	šō+ni-i	noun	3POSS.SG.ABS
šōniba	šō+ni-i-va	noun	3POSS.SG-DAT
šōniba	šō+ni-v-a	noun	2POSS.SG-ESS
šōniba	šō+ni-va	noun	DAT
šōrin	šōri-n	noun	ABL/INS
šōrin	šōri=n	noun	.ABS=3SG.ABS
šōva	šowa	noun	.ABS
šōva	šowa-a	noun	ESS
šōvalada	šowala-da	noun	DIR
šōvalada	šowali-a=tta	noun	ESS=1SG.ABS
šōġaššini	šōġ+a+šše-ne	noun	ABL/INS
šōġaššini	šōġ+a+šše-ne-e	noun	RELAT.SG-DIR/LOC
šōġurri	šōġori-ne	noun	ABL/INS
šōġurri	šōġori-ne-e	noun	RELAT.SG-DIR/LOC
šūgatteni	šūgatte-ne	noun	ABL/INS
šūgatteni	šūgatte-ne-e	noun	RELAT.SG-DIR/LOC
šūpta	šūp-d-a	verb	d-INT
šūpta	šūpt-a	verb	INT
šūranni	šūr+a+nni	noun	.ABS
šūranni	šūrani-ne	noun	ABL/INS
šūranni	šūrani-ne-e	noun	RELAT.SG-DIR/LOC
šūre	šuri	noun	.ABS
šūre	šuri-ne	noun	ABL/INS
šūre	šuri-ne-e	noun	RELAT.SG-DIR/LOC
šūrnīma	šūrni-i=ma	noun	3POSS.SG.ABS=CON
šūrnīma	šūrnī=ma	noun	.ABS=CON
šūžiž	šūži-i-ž	noun	3POSS.SG-ERG
šūžiž	šūži-ž	noun	ERG
šūḫḫuluštib	šūḫḫ-ul-ušt-i-b	verb	ul-RES-ANTIP-b
šūḫḫuluštib	šūḫḫ-ul-ušt-i=m	verb	ul-RES-ANTIP=2SG.ABS
ūrġāb	ūrġ-a-b	verb	INT-b
ūrġāb	ūrġ-a=v	verb	INT=2PL.ABS
ūšteni	ūšte-ne	noun	ABL/INS
ūšteni	ūšte-ne-e	noun	RELAT.SG-DIR/LOC
ḫalban	ḫalba-a=an	noun	ESS=CON
ḫalban	ḫalba-a=n	noun	ESS=3SG.ABS
ḫalban	ḫalba=an	noun	.ABS=CON
ḫalban	ḫalba=n	noun	.ABS=3SG.ABS
ḫamarraža	ḫam+ar+i-na-až-a	noun	RELAT.PL-PL-DAT/ESS
ḫamarraža	ḫamri-na-až-a	noun	RELAT.PL-PL-DAT/ESS
ḫamarražena	ḫam+ar+i-na-až-ve-na	noun	RELAT.PL-PL-GEN-RELAT.PL.ABS
ḫamarražena	ḫamri-na-až-ve-na	noun	RELAT.PL-PL-GEN-RELAT.PL.ABS
ḫamaziažidan	ḫamaz+i+a+šše-dan	noun	ABL
ḫamaziažidan	ḫamaz+i+a+šše-i-dan	noun	3POSS.SG-ABL
ḫannibāe	ḫanni-ve-ae	noun	GEN-INS
ḫannibāe	ḫāni-ne-ve-ae	noun	RELAT.SG-GEN-INS
ḫanniž	ḫani-ne-ž	noun	RELAT.SG-ERG
ḫanniž	ḫanni-ž	noun	ERG
ḫanumbasḫida	ḫan+u+mb+a+sḫe-da	noun	DIR
ḫanumbasḫida	ḫan+u+mb+a+sḫe-i-da	noun	3POSS.SG-DIR
ḫapsōrida	ḫapsōri-da	noun	DIR
ḫapsōrida	ḫapsōri-i-da	noun	3POSS.SG-DIR
ḫarġaraima	ḫarġarai=ma	noun	.ABS=CON
ḫarġaraima	ḫarġaraima	noun	.ABS
ḫassin	ḫassī-n	noun	ABL/INS
ḫassin	ḫassī=n	noun	.ABS=CON
ḫavorunni	ḫavor+ni-ne	noun	ABL/INS
ḫavorunni	ḫavor+ni-ne-e	noun	RELAT.SG-DIR/LOC
ḫavorunnima	ḫavor+ni-ne-e=ma	noun	RELAT.SG-DIR/LOC=CON
ḫavorunnima	ḫavor+ni-ne=ma	noun	ABL/INS=CON
ḫavorōnni	ḫavor+ni-ne	noun	ABL/INS
ḫavorōnni	ḫavor+ni-ne-e	noun	RELAT.SG-DIR/LOC
ḫavārri	ḫav+ār+i-ne	noun	ABL/INS
ḫavārri	ḫav+ār+i-ne-e	noun	RELAT.SG-DIR/LOC
ḫavōrunne	ḫavor+ni-ne	noun	ABL/INS
ḫavōrunne	ḫavor+ni-ne-e	noun	RELAT.SG-DIR/LOC
ḫavōrunni	ḫavor+ni-ne	noun	ABL/INS
ḫavōrunni	ḫavor+ni-ne-e	noun	RELAT.SG-DIR/LOC
ḫaštalli	ḫašt+al+i-ne	noun	ABL/INS
ḫaštalli	ḫašt+al+i-ne-e	noun	RELAT.SG-DIR/LOC
ḫaštalli	ḫaštalli	noun	.ABS
ḫažarrež	ḫāž+ar+i-ne-ž	noun	RELAT.SG-ERG
ḫažarrež	ḫāž+arri-ž	noun	ERG
ḫažimma	ḫaž-i+m+ai	verb	CVB
ḫažimma	ḫaž-i=mma	verb	ANTIP=2SG.ABS
ḫebad	ḫebad	noun	
ḫebad	ḫebad	noun	.ABS
ḫeldeni	ḫelde-ne	noun	ABL/INS
ḫeldeni	ḫelde-ne-e	noun	RELAT.SG-DIR/LOC
ḫerida	ḫeri-da	noun	DIR
ḫerida	ḫeri-i-da	noun	3POSS.SG-DIR
ḫiliġini	ḫil+i+ġe-ne	noun	ABL/INS
ḫiliġini	ḫil+i+ġe-ne-e	noun	RELAT.SG-DIR/LOC
ḫillamen	ḫillame-n	noun	ABL/INS
ḫillamen	ḫillame=n	noun	.ABS=3SG.ABS
ḫillamen	ḫill-am-i-en	verb	FACT-MOD.AG-3JUSS
ḫillamen	ḫill-am-i=n	verb	FACT-ANTIP=3SG.ABS
ḫinimma	ḫenni=mma	ADV	=2SG.ABS
ḫinimma	ḫenni=mma	ADV	=CON
ḫirinnel	ḫiri+ni-ne-e=l	noun	RELAT.SG-DIR/LOC=3PL.ABS
ḫirinnel	ḫiri+ni-ne=l	noun	ABL/INS=3PL.ABS
ḫižmini	ḫižmi-ne	noun	ABL/INS
ḫižmini	ḫižmi-ne-e	noun	RELAT.SG-DIR/LOC
ḫuenivan	ḫowe+ni-i-va=an	noun	3POSS.SG-DAT=CON
ḫuenivan	ḫowe+ni-i-va=n	noun	3POSS.SG-DAT=3SG.ABS
ḫuenivan	ḫowe+ni-va=an	noun	DAT=CON
ḫuenivan	ḫowe+ni-va=n	noun	DAT=3SG.ABS
ḫuenivan	ḫowe-ne-va=an	noun	RELAT.SG-DAT=CON
ḫuenivan	ḫowe-ne-va=n	noun	RELAT.SG-DAT=3SG.ABS
ḫuldib	ḫul-d-i-b	verb	d-ANTIP-b
ḫuldib	ḫuld-i-b	verb	ANTIP-b
ḫullurēva	ḫull+o+re-i-va	noun	3POSS.SG-DAT
ḫullurēva	ḫull+o+re-va	noun	DAT
ḫuppadedu	ḫupp+ad-ed-o	verb	FUT-2A.SG
ḫuppadedu	ḫupp+ad-ed-u	verb	FUT-MED
ḫutḫiž	ḫutḫi-i-ž	noun	3POSS.SG-ERG
ḫutḫiž	ḫutḫi-ž	noun	ERG
ḫužušta	ḫōž-ož-d-a	verb	PST-PL.A-3A
ḫužušta	ḫōž-ušt-a	verb	RES-3A.SG
ḫāib	ḫa-i-b	verb	ANTIP-b
ḫāib	ḫa-i=m	verb	ANTIP=CON
ḫāibād	ḫa-i-b-a=d	verb	ANTIP-b-EPNTH=1SG.ABS
ḫāibād	ḫa-i-eva=d	verb	MOD.AG-POT=1SG.ABS
ḫāigalli	ḫāigali-ne	noun	ABL/INS
ḫāigalli	ḫāigali-ne-e	noun	RELAT.SG-DIR/LOC
ḫānie	ḫāni-e	noun	3POSS.SG.ABS
ḫānie	ḫāni-i-e	noun	3POSS.SG-DIR/LOC
ḫārri	ḫāri-ne	noun	ABL/INS
ḫārri	ḫāri-ne-e	noun	RELAT.SG-DIR/LOC
ḫārrēma	ḫāri-ne-e=ma	noun	RELAT.SG-DIR/LOC=CON
ḫārrēma	ḫāri-ne=ma	noun	ABL/INS=CON
ḫārēni	ḫāri-e-ne	noun	3POSS.SG-ABL/INS
ḫārēni	ḫārē-ne	noun	ABL/INS
ḫārēni	ḫārē-ne-e	noun	RELAT.SG-DIR/LOC
ḫāža	ḫaž-a	verb	INT
ḫāža	ḫāž-a	verb	INT
ḫāžarinna	ḫāž+ar+i-i-nna	noun	3POSS.SG-EQU2
ḫāžarinna	ḫāž+ar+i-nna	noun	EQU2
ḫāžarinna	ḫāž+ar+i=nna	noun	.ABS=3SG.ABS
ḫāžarri	ḫāž+ar+i-ne-e	noun	RELAT.SG-DIR/LOC
ḫāžarri	ḫāž+arri	noun	.ABS
ḫāžimmie	ḫāži+mmi-e	noun	3POSS.SG.ABS
ḫāžimmie	ḫāži+mmē	noun	.ABS
ḫēlištu	ḫēl-išt-o	verb	RES-MOD.PAT
ḫēlištu	ḫēl-išt-u	verb	RES-MED
ḫōdanna	ḫōd+a+nni-a	noun	ESS
ḫōdanna	ḫōd+a+nni-na	noun	RELAT.PL.ABS
ḫōdannida	ḫōd+a+nni-da	noun	DIR
ḫōdannida	ḫōd+a+nni-i-da	noun	3POSS.SG-DIR
ḫōenēmma	ḫowe+ni-e=mma	noun	3POSS.SG.ABS=2SG.ABS
ḫōenēmma	ḫowe+ni-i-e=mma	noun	3POSS.SG-DIR/LOC=2SG.ABS
ḫōenēmma	ḫowe-ne-e=mma	noun	RELAT.SG-DIR/LOC=2SG.ABS
ḫōenēmma	ḫowe-ne=mma	noun	ABL/INS=2SG.ABS
ḫōenēva	ḫowe+ni-e-va	noun	3POSS.SG-DAT
ḫōenēva	ḫowe-ne-va	noun	RELAT.SG-DAT
ḫōlelzida	ḫōlel+zi-da	noun	DIR
ḫōlelzida	ḫōlel+zi-i-da	noun	3POSS.SG-DIR
ḫōmarrinin	ḫōmari-ne-n	noun	RELAT.SG-ABL/INS
ḫōmarrinin	ḫōmari-ne-ne=n	noun	RELAT.SG-ABL/INS=CON
ḫōnžini	ḫōnži-ne	noun	ABL/INS
ḫōnžini	ḫōnži-ne-e	noun	RELAT.SG-DIR/LOC
ḫōpten	ḫōpte-n	noun	ABL/INS
ḫōpten	ḫōpte=n	noun	.ABS=3SG.ABS
ḫōpten	ḫōp-d-i-en	verb	d-MOD.AG-3JUSS
ḫōpten	ḫōp-id-en	verb	PL.A-3JUSS
ḫōpten	ḫōpt-i-en	verb	MOD.AG-3JUSS
ḫōrida	ḫōri-da	noun	DIR
ḫōrida	ḫōri-i-da	noun	3POSS.SG-DIR
